Crop,Geolocation,Level,2010 Quarter1,2010 Quarter2,2010 Quarter3,2010 Quarter4,2011 Quarter1,2011 Quarter2,2011 Quarter3,2011 Quarter4,2012 Quarter1,2012 Quarter2,2012 Quarter3,2012 Quarter4,2013 Quarter1,2013 Quarter2,2013 Quarter3,2013 Quarter4,2014 Quarter1,2014 Quarter2,2014 Quarter3,2014 Quarter4,2015 Quarter1,2015 Quarter2,2015 Quarter3,2015 Quarter4,2016 Quarter1,2016 Quarter2,2016 Quarter3,2016 Quarter4,2017 Quarter1,2017 Quarter2,2017 Quarter3,2017 Quarter4,2018 Quarter1,2018 Quarter2,2018 Quarter3,2018 Quarter4,2019 Quarter1,2019 Quarter2,2019 Quarter3,2019 Quarter4,2020 Quarter1,2020 Quarter2,2020 Quarter3,2020 Quarter4,2021 Quarter1,2021 Quarter2,2021 Quarter3,2021 Quarter4,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-07-15,2013-08-15,2014-07-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15,2018-01-15,2018-02-15,2018-03-15,2018-04-15,2018-05-15,2018-06-15,2018-07-15,2018-08-15,2018-09-15,2018-10-15,2018-11-15,2018-12-15,2019-01-15,2019-02-15,2019-03-15,2019-04-15,2019-05-15,2020-05-15,2020-06-15,2020-07-15,2020-08-15,2020-09-15,2020-10-15,2020-11-15,2020-12-15,2021-01-15,2021-02-15,2021-03-15,2021-04-15,2021-05-15,2021-06-15,2021-07-15,2021-08-15,2021-09-15,2021-10-15,2021-11-15,2021-12-15,2022-01-15,2022-02-15,2022-03-15
Eggplant,REGION II (CAGAYAN VALLEY),R,5977.56,6913.32,4247.34,1125.33,6283.01,7880.69,4114.83,1041.86,5871.87,8460.30,4373.44,1166.23,6269.63,8821.34,4312.51,1073.08,5924.33,8210.36,4385.01,1202.83,6024.82,9158.18,4634.38,1025.02,5103.29,8280.78,4300.05,682.54,4913.60,10034.37,4576.52,753.31,4633.58,9141.64,4401.71,587.72,4553.48,8617.73,4660.15,602.83,4547.56,8282.81,4936.79,505.16,4448.56,8133.44,4850.62,504.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.239999999999995,28.778,29.306,25.324,22.898,33.756,77.87,69.036,107.28399999999999,76.76599999999999,62.1875,62.345,51.25,53.2825,38.2825,52.1475,39.5325,41.09,50.805,50.25,58.4375,45.47,51.4075
Eggplant,REGION III (CENTRAL LUZON),R,9609.38,4570.65,2197.12,2848.11,9461.84,4564.08,2166.85,2669.73,9591.08,4608.53,2061.98,2757.06,9894.21,4772.19,2070.21,2621.44,9750.35,5462.93,2921.15,2783.50,11760.48,6465.46,2924.15,2624.34,11743.17,6577.37,2467.62,2659.15,14735.61,6315.16,2353.00,2971.84,15526.73,6529.04,1856.82,3075.50,16470.45,6921.9,2017.07,3546.33,16096.23,6972.54,2365.14,3416.46,16431.52,7259.66,2161.42,3669.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.78,44.8675,40.7275,37.01375,35.113749999999996,47.1225,82.32625,80.8975,139.78875,96.00625,65.80428571428571,59.84142857142857,45.98428571428571,43.69857142857143,41.339999999999996,81.27428571428571,51.41285714285714,63.60857142857143,74.89285714285714,70.38142857142857,83.9742857142857,64.16285714285713,63.96714285714285
Eggplant,REGION IV-A (CALABARZON),R,14035.22,2393.86,17468.15,3675.40,12929.70,2303.74,17087.13,4080.21,12731.66,2368.25,16976.82,4073.05,13502.27,2417.55,16449.59,4297.14,13840.88,2393.32,16104.61,4533.27,15466.80,2062.53,16142.88,4659.82,14183.46,1750.72,16158.78,4595.38,13216.79,1841.20,13079.99,4943.39,13008.14,2018.43,13075.66,4587.68,12057.78,1871.99,12603.11,4679.91,8834.39,1823.98,12612.09,2989.30,8357.19,1653.33,11162.93,3270.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.08833333333333,44.586666666666666,44.708333333333336,42.81,38.498333333333335,60.895,108.04333333333334,103.46166666666666,156.20000000000002,108.8,84.002,73.876,60.001999999999995,56.378,51.751999999999995,95.078,66.06800000000001,84.56800000000001,97.512,84.902,100.6275,75.9075,72.125
Eggplant,MIMAROPA REGION,R,854.55,800.73,531.50,270.86,953.11,837.25,536.97,297.79,958.02,901.37,543.96,364.43,1011.57,1456.47,584.06,392.36,1040.44,1632.50,625.58,469.35,1140.85,1703.66,678.70,499.59,1116.48,1737.37,807.53,529.60,1276.98,2175.79,1091.64,930.70,1247.46,2200.31,1046.64,1070.11,1256.74,2154.48,962.47,1026.14,1161.15,2242.36,1049.93,861.93,1177.23,2387.42,1070.15,841.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.230000000000004,53.73,48.536,54.608000000000004,46.906,63.373333333333335,105.12833333333333,114.16000000000001,127.47333333333334,107.52833333333332,92.75,89.626,69.626,68.626,66.5,68.574,66.99600000000001,67.086,69.17999999999999,77.84400000000001,100.1275,90.47,86.25
Eggplant,REGION V (BICOL REGION),R,1816.38,3239.60,1801.56,301.79,1877.22,3051.16,1703.87,305.02,1975.56,3194.29,1814.63,321.11,2043.03,3531.43,1980.06,327.66,2163.07,3474.94,1136.71,339.84,1825.36,3430.67,1134.40,355.84,1884.74,3317.69,1076.41,357.22,1704.46,3654.04,1154.35,372.11,1708.58,3554.90,1174.06,382.34,1595.53,3849.38,1208.49,356.98,1578.55,3936.00,1226.68,288.93,1380.83,4232.48,1288.91,354.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5175,54.85125,46.695,54.04875,53.1475,61.260000000000005,116.54857142857142,115.18571428571428,140.66714285714286,123.11428571428571,94.73,80.98,67.29166666666667,62.93833333333333,53.79333333333333,66.76333333333334,61.65,59.876666666666665,69.825,67.02166666666666,93.02333333333333,83.585,83.46
Eggplant,REGION VI (WESTERN VISAYAS),R,5171.46,4901.19,2843.81,1813.84,5019.05,5429.77,2632.14,2004.93,5313.37,5490.92,2781.48,2074.46,5738.71,5574.22,2897.01,1841.04,5962.69,6220.46,2877.25,1961.31,5765.71,6395.65,2959.89,1865.50,6131.96,6604.96,3261.94,1731.74,5848.08,6326.50,3440.57,1521.59,6063.61,6950.70,3345.84,1433.51,5983.45,6066.88,3125.39,1396.14,5862.07,6472.43,3406.97,1374.23,5279.73,7196.89,3603.16,1450.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.22714285714287,69.61285714285714,68.15,70.74285714285715,66.29857142857144,74.99428571428572,99.95857142857143,100.05714285714285,109.75666666666666,107.41666666666667,92.0,80.71000000000001,75.0,64.46000000000001,58.876,63.33,64.27000000000001,72.958,79.172,82.06800000000001,119.85,101.85,92.06
Eggplant,REGION VII (CENTRAL VISAYAS),R,1169.00,2287.01,3187.65,1819.57,1091.72,2272.04,2283.55,1637.07,1114.57,2332.20,2124.62,1991.00,2231.18,2329.10,2205.20,2022.03,2161.80,2889.11,2412.65,2087.08,2160.61,2702.57,2301.54,2280.54,2300.04,1827.34,2428.72,2646.98,2363.99,2611.10,2498.65,2395.69,1778.67,2713.76,2248.31,2421.48,1647.69,2434.89,2045.64,2187.15,1519.7,2264.45,2059.51,2321.77,1483.73,2644.91,1964.64,2141.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.11,66.194,60.686,60.914,61.724000000000004,64.08500000000001,67.30199999999999,72.978,88.546,111.516,102.0325,87.315,85.285,82.9375,76.5,75.355,74.8025,68.6325,71.645,74.6125,107.2925,97.5,82.605
Eggplant,REGION VIII (EASTERN VISAYAS),R,574.68,761.04,760.17,139.88,565.84,770.26,768.76,146.43,569.10,800.24,777.86,167.87,589.13,798.40,788.04,140.78,304.14,750.18,817.49,134.98,354.73,782.21,842.04,138.22,339.90,749.66,801.78,139.06,318.62,734.49,824.35,136.58,305.69,733.12,843.74,139.13,335.47,687.49,808.85,139.15,315.29,723.85,831.9,144.86,312.04,881.27,835.02,147.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.89142857142858,57.19571428571429,52.37714285714286,51.93571428571429,52.691428571428574,55.98571428571428,63.027142857142856,77.05,82.14285714285714,102.54714285714286,102.50166666666667,94.16833333333334,87.29166666666667,85.20833333333333,78.75,76.01,79.74333333333333,73.29,73.28833333333334,77.08833333333332,102.36833333333334,103.49666666666667,100.46
Eggplant,REGION IX (ZAMBOANGA PENINSULA),R,392.36,423.12,560.28,435.16,376.95,431.92,567.01,442.09,398.63,439.72,570.38,439.45,440.34,633.90,840.36,1349.47,587.63,1605.07,891.31,1407.92,605.64,1603.87,917.93,1460.47,570.02,1518.52,967.42,1480.19,598.59,1588.97,967.64,1426.27,637.13,1644.79,966.18,1446.48,606.14,1632.61,954.29,1472.86,572.25,1661.93,954.44,1479.16,559.23,1696.92,979.13,1540.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.096666666666664,48.31666666666666,42.69333333333333,35.21666666666667,38.446666666666665,46.050000000000004,60.22,64.86,61.635,80.92,75.41666666666667,68.75,66.25,59.46,58.126666666666665,55.096666666666664,52.49,54.223333333333336,56.19,57.53666666666667,60.95,78.855,66.21000000000001
Eggplant,REGION X (NORTHERN MINDANAO),R,921.70,797.68,665.20,1409.29,968.00,911.02,724.56,1498.53,1011.30,1000.32,773.75,1538.05,1054.84,1041.50,864.60,1573.75,1035.50,1066.78,1066.51,1610.01,1010.69,996.00,1113.20,1582.02,998.25,954.77,1158.84,1651.46,1015.46,1042.13,1206.24,1701.55,1085.27,1070.16,1276.77,1761.16,1109.52,1027.78,1441.12,1792.85,1100.15,1022.41,1522.29,1896.36,1184.29,1090.59,1553.86,1923.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.50833333333333,47.16,37.69833333333333,39.03,38.51,44.76,46.675000000000004,51.01500000000001,53.675000000000004,66.41833333333334,62.2,58.7,55.702,55.452,52.824,50.982,51.508,51.936,54.660000000000004,55.910000000000004,62.513999999999996,71.024,67.55199999999999
Eggplant,REGION XI (DAVAO REGION),R,692.25,1181.77,3120.73,1651.12,671.50,1162.78,2921.83,1693.40,894.14,1173.27,2809.62,1754.48,907.18,1502.17,2581.51,1895.12,885.42,1608.17,2635.82,1929.87,863.19,1565.20,2627.65,1958.14,824.15,1489.66,2285.41,1923.55,814.78,1503.21,2271.81,1925.87,994.06,1533.59,2276.65,1894.22,1024.18,1498.42,2301.42,1892.78,1041.58,1623.90,2292.81,1977.53,1059.48,1645.04,2298.5,2019.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.71,29.7925,31.29,27.155,29.634999999999998,33.9025,36.667500000000004,49.398,49.308,64.452,57.19,55.6275,53.9075,55.0025,51.315,59.535000000000004,54.3125,48.160000000000004,49.285000000000004,51.5025,64.80666666666666,66.46,65.585
Eggplant,REGION XII (SOCCSKSARGEN),R,1431.43,1453.25,1875.48,2136.55,1513.93,1501.69,1930.34,2145.58,1574.58,1544.18,1971.05,2310.58,1734.43,1543.53,2094.07,1710.34,1753.28,1571.31,2188.71,1794.86,1626.43,1018.59,2293.45,1795.73,1414.35,868.99,2497.77,1888.31,1525.78,847.82,2705.76,1915.09,1523.31,800.71,2798.79,1725.08,1572.74,762.92,2829.08,1707.91,1529.13,768.86,2936.66,1718.73,1521.85,761.94,2784.36,1591.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.82,33.995,30.266000000000002,30.682,31.637999999999998,36.760000000000005,41.718,45.7975,58.062,70.99199999999999,59.69,59.125,57.065,55.4075,51.72,56.792500000000004,55.3775,52.22,50.2825,54.2825,56.5,64.75,58.3775
Eggplant,REGION XIII (CARAGA),R,436.77,1486.93,1042.90,955.57,191.29,1077.82,804.25,900.60,216.09,1195.39,937.85,1013.78,250.29,1393.81,954.69,875.17,210.58,1433.37,1230.07,1071.61,254.26,1524.44,1375.96,815.52,434.82,2233.23,2007.18,1309.39,341.39,1958.21,2005.94,1640.91,403.17,2141.93,2379.21,1760.75,444.92,2545.91,2641.13,1791.94,508.01,3038.77,2616.79,2117.61,449.97,2825.02,2258.69,2045.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.474000000000004,50.628,45.918,44.784000000000006,46.286,54.29600000000001,59.977999999999994,68.128,73.49166666666666,93.26333333333334,79.876,72.126,69.876,66.75,63.75,64.94,65.828,62.45,61.136,64.156,75.88,82.808,80.628
Eggplant,AUTONOMOUS REGION IN MUSLIM MINDANAO,R,111.79,56.40,175.65,265.85,112.15,57.39,171.06,270.91,123.03,60.79,185.33,282.41,124.74,61.48,187.78,285.70,126.38,62.71,184.85,290.48,127.68,62.35,188.44,294.36,125.65,63.77,200.82,297.90,130.02,69.69,206.52,305.35,137.73,74.75,218.84,326.43,134.09,76.52,221.91,342.36,137.46,79.79,226.81,376.81,137.3,82.15,229.33,382.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.14,45.71,42.67,40.72,41.327999999999996,43.044,43.384,49.571999999999996,52.924,55.339999999999996,57.5775,56.7675,56.6425,55.055,52.3075,52.96,51.7675,52.0925,52.207499999999996,52.045,74.598,76.348,74.838
Taro/Gabi,CORDILLERA ADMINISTRATIVE REGION (CAR),R,1185.69,139.72,830.70,2567.01,1219.02,139.44,839.15,2536.33,1240.69,141.13,816.51,2577.68,1254.14,167.61,813.50,2621.33,1274.83,176.12,831.35,2641.33,1300.46,176.35,792.16,2611.03,1265.28,163.04,810.64,2550.52,1273.63,180.13,833.01,2561.55,1284.57,175.83,741.10,2495.60,1243.39,175.85,719.24,2532.7,1267.42,157.06,929.41,2507.29,1426.87,147.24,1065.78,2464.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.406,54.802,51.007999999999996,42.896,49.714,53.474000000000004,53.27,53.215999999999994,51.25,50.63,48.13,44.38,44.38,42.5,41.88,42.87,42.87,42.87,44.97,45.63,,,
Taro/Gabi,REGION I (ILOCOS REGION),R,1183.13,787.25,112.05,1151.76,1200.57,750.38,117.19,1134.22,1232.72,718.74,120.64,1125.25,1234.33,725.22,127.91,1141.90,1240.25,709.71,134.34,1139.50,1241.31,695.68,139.33,1062.36,1190.13,660.55,122.64,985.86,1199.21,634.44,118.35,985.87,1218.51,627.77,121.27,980.75,1194.39,607.01,126.53,1011.34,1259.91,607.31,127.17,1034.82,1246.97,650.81,123.65,992.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.945,61.465,59.2,60.885000000000005,61.0875,62.8275,63.14,63.315,,,,,,,,,,,,,,,
Taro/Gabi,REGION II (CAGAYAN VALLEY),R,5371.43,4001.33,1631.86,2431.72,5595.21,4903.74,1690.72,2320.18,5692.47,5459.72,1743.85,2464.97,6153.54,5578.56,1787.30,2373.27,6160.11,5244.41,1777.84,2439.60,6331.03,5403.55,1748.22,2457.87,6611.63,5095.22,1857.03,2179.00,6062.63,5689.24,1933.89,2386.77,6111.85,5766.14,1970.30,2360.73,5807.8,5290.03,2008.04,2419.52,5892.86,5130.69,2045.32,2875.56,6042.95,5469.22,1831.36,2928.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.35666666666666,61.82,63.49666666666667,64.0,64.83333333333333,61.89666666666667,80.35,66.41666666666667,,,,,,,,,,,,,,,
Taro/Gabi,REGION III (CENTRAL LUZON),R,803.56,2256.38,660.96,3045.55,811.49,2284.68,654.34,3046.19,830.48,2277.31,641.78,3079.75,867.25,2350.03,641.10,3117.30,886.33,2366.27,822.16,3241.98,923.64,2370.80,852.35,3237.77,952.65,2375.61,882.19,3321.66,1036.33,2353.10,1035.25,3537.67,1135.68,2367.66,975.07,3640.30,1035.6,2369.83,802.53,3709.6,1026.44,2478.03,848.3,4552.84,1097.77,2653.57,773.64,4750.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.67999999999999,65.07333333333334,66.79333333333334,64.3,60.29333333333333,69.90333333333334,64.21000000000001,60.605999999999995,,,,,,,,,,,,,,,
Taro/Gabi,REGION IV-A (CALABARZON),R,117.40,4460.71,941.99,595.35,123.08,4542.83,922.16,584.59,121.90,4652.54,897.29,646.09,113.49,4492.26,926.53,642.99,113.03,4591.83,734.63,611.40,100.19,4608.23,815.44,647.07,99.17,4307.56,826.77,689.34,99.76,4290.84,955.54,742.63,90.34,4185.04,933.68,730.09,88.71,3698.82,907.04,794.18,96.83,3374.00,907.18,613.97,99.9,3467.54,889.14,630.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.44800000000001,66.3,66.87,66.84400000000001,68.29400000000001,71.446,67.902,64.444,70.23666666666666,64.82,65.29666666666667,62.68000000000001,64.40333333333332,63.51333333333334,63.36333333333332,69.58333333333333,66.25,65.42,66.71,67.91666666666667,68.75,73.57,72.86
Taro/Gabi,MIMAROPA REGION,R,594.64,996.03,680.91,985.94,620.52,1023.38,697.37,1018.94,631.84,1061.45,722.68,1046.95,751.23,1560.39,747.12,1068.11,762.73,1677.07,745.52,1055.57,793.39,1578.15,747.50,1038.61,802.83,1369.10,621.51,1030.08,809.96,1675.85,925.14,1058.18,803.75,1592.01,947.45,1144.89,790.86,1406.75,1096.78,1205.18,757.47,1341.97,1116.46,1123.11,826.76,1207.3,1251.7,1149.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,38.846666666666664,43.45333333333334,46.02333333333333,46.0,48.589999999999996,54.173333333333325,47.586666666666666,,,,,,,,,,,,,,,
Taro/Gabi,REGION V (BICOL REGION),R,506.15,5003.88,5527.62,2444.08,496.99,4796.87,5275.15,2421.69,509.27,4812.00,4844.35,2369.73,495.91,4575.19,4366.13,2248.09,485.99,4434.66,3470.71,2148.04,448.27,4592.26,3587.59,2173.14,451.31,4256.01,3264.54,2186.23,434.39,3948.79,3081.33,2261.48,430.99,3949.72,3403.22,2242.35,446.49,3716.79,3628.05,2151.73,410.83,3498.77,3617.65,1859.74,422.98,3263.39,3912.94,2060.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.25,57.082499999999996,56.917500000000004,58.225,58.5775,57.5275,60.2475,59.21,62.43666666666667,61.666666666666664,59.43666666666667,59.79333333333333,58.48333333333333,56.78666666666667,56.370000000000005,55.653333333333336,55.18,54.94,54.70333333333334,54.22666666666667,57.5,63.75,52.5
Taro/Gabi,REGION VI (WESTERN VISAYAS),R,1222.99,1394.95,1014.58,1183.00,1269.09,1446.05,1026.32,1169.62,1309.24,1494.78,958.74,1161.90,1345.12,1500.22,953.24,1093.76,1261.92,1516.02,935.99,1115.22,1265.54,1438.90,932.96,1115.29,1209.47,1362.64,893.66,1159.27,1241.70,1305.85,880.65,1191.94,1269.75,1284.73,876.93,1226.70,1193.09,1191.52,895.8,1288.37,1238.64,1240.00,914.44,1351.15,1311.29,1367.93,970.04,1523.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.00333333333333,51.468333333333334,49.99166666666667,50.93166666666667,53.875,52.89833333333333,52.17333333333334,52.973333333333336,,,,,,,,,,,,,,,
Taro/Gabi,REGION VII (CENTRAL VISAYAS),R,2473.07,438.75,1546.39,2819.35,2346.10,509.04,1611.25,2889.21,2416.95,534.39,1432.16,1944.76,2556.07,524.85,1426.40,1881.40,2652.22,456.86,1389.43,1777.08,2671.07,453.94,1306.56,1726.89,2472.13,346.06,890.86,1536.33,2527.34,288.72,986.86,1642.59,2439.71,281.87,886.64,1517.69,2236.58,275.8,812.67,1432.53,2696.37,231.83,792.05,1427.34,2647.19,315.13,802.4,1423.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8125,67.14,67.85249999999999,66.695,63.677499999999995,64.93333333333334,64.8625,66.11,82.63,78.5,85.0,96.38,80.38,78.13,78.13,72.5,74.23,69.05,77.68,74.23,42.5,40.0,42.5
Taro/Gabi,REGION VIII (EASTERN VISAYAS),R,4926.86,6969.52,4290.03,4759.04,5023.59,7030.19,4346.42,4906.29,5138.54,7204.35,4402.21,5368.24,5210.39,7923.02,4441.51,5325.16,4370.70,7396.69,4402.23,5405.14,4991.44,7488.84,4423.27,5415.99,4808.76,7203.06,4422.97,5511.47,4752.20,7167.64,4502.27,5578.29,4699.47,7039.09,4543.17,5543.50,4811.77,6435.23,4598.34,5711.74,4830.47,6483.97,4640.01,5954.79,4770.53,6901.91,4823.57,6082.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.32,52.925000000000004,54.01500000000001,53.84166666666667,55.76833333333334,54.748333333333335,56.781666666666666,72.09,,,,,,,,,,,,,,,
Taro/Gabi,REGION IX (ZAMBOANGA PENINSULA),R,283.23,272.49,570.09,282.01,268.63,270.68,543.71,277.38,262.31,277.50,545.26,274.96,254.62,262.84,537.04,495.93,283.53,408.40,576.61,486.52,266.37,357.25,460.02,466.61,241.62,321.08,445.35,456.02,220.45,349.94,427.55,452.65,209.35,358.48,442.64,476.03,210.33,336.71,452.6,492.44,213.82,343.14,456.07,522.11,217.63,357.52,469.24,545.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.66,52.845,52.5075,52.525,51.385,54.1325,52.35,50.8375,,,,,,,,,,,,,,,
Taro/Gabi,REGION X (NORTHERN MINDANAO),R,395.08,553.20,658.80,1103.09,431.00,612.78,680.54,1154.25,461.87,643.52,694.91,1198.88,487.50,660.81,701.80,1224.34,493.12,670.75,699.34,1254.25,477.54,635.50,711.40,1254.45,466.70,617.00,717.24,1283.81,475.33,633.37,729.24,1311.14,505.32,649.01,721.74,1335.86,551.73,637.7,723.15,1366.36,540.44,646.83,731.39,1410.76,552.73,680.56,743.12,1483.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.525999999999996,52.025999999999996,50.438,51.327999999999996,50.916,49.434000000000005,50.37,49.628,,,,,,,,,,,,,,,
