Crop,geoloc,quarter,percent_production
Dracaena,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.0
Dracaena,MIMAROPA REGION,Q1,0.000132780964520925
Dracaena,MIMAROPA REGION,Q2,0.00015933715742510833
Dracaena,MIMAROPA REGION,Q3,0.0
Dracaena,MIMAROPA REGION,Q4,0.0
Dracaena,REGION I (ILOCOS REGION),Q1,0.0
Dracaena,REGION I (ILOCOS REGION),Q2,0.0
Dracaena,REGION I (ILOCOS REGION),Q3,0.0
Dracaena,REGION I (ILOCOS REGION),Q4,0.0
Dracaena,REGION II (CAGAYAN VALLEY),Q1,0.0
Dracaena,REGION II (CAGAYAN VALLEY),Q2,0.0
Dracaena,REGION II (CAGAYAN VALLEY),Q3,0.0
Dracaena,REGION II (CAGAYAN VALLEY),Q4,0.0
Dracaena,REGION III (CENTRAL LUZON),Q1,0.0
Dracaena,REGION III (CENTRAL LUZON),Q2,0.0
Dracaena,REGION III (CENTRAL LUZON),Q3,0.0
Dracaena,REGION III (CENTRAL LUZON),Q4,0.0
Dracaena,REGION IV-A (CALABARZON),Q1,0.0
Dracaena,REGION IV-A (CALABARZON),Q2,0.0
Dracaena,REGION IV-A (CALABARZON),Q3,0.0
Dracaena,REGION IV-A (CALABARZON),Q4,0.0
Dracaena,REGION IX (ZAMBOANGA PENINSULA),Q1,0.0
Dracaena,REGION IX (ZAMBOANGA PENINSULA),Q2,0.0
Dracaena,REGION IX (ZAMBOANGA PENINSULA),Q3,0.0
Dracaena,REGION IX (ZAMBOANGA PENINSULA),Q4,0.0
Dracaena,REGION V (BICOL REGION),Q1,0.0
Dracaena,REGION V (BICOL REGION),Q2,0.0
Dracaena,REGION V (BICOL REGION),Q3,0.0
Dracaena,REGION V (BICOL REGION),Q4,0.0
Dracaena,REGION VI (WESTERN VISAYAS),Q1,0.08096762180392224
Dracaena,REGION VI (WESTERN VISAYAS),Q2,0.26837894565325526
Dracaena,REGION VI (WESTERN VISAYAS),Q3,0.12127359268214571
Dracaena,REGION VI (WESTERN VISAYAS),Q4,0.18655802398731525
Dracaena,REGION VII (CENTRAL VISAYAS),Q1,0.0
Dracaena,REGION VII (CENTRAL VISAYAS),Q2,0.0
Dracaena,REGION VII (CENTRAL VISAYAS),Q3,0.0
Dracaena,REGION VII (CENTRAL VISAYAS),Q4,0.0
Dracaena,REGION VIII (EASTERN VISAYAS),Q1,5.2535506333816676e-05
Dracaena,REGION VIII (EASTERN VISAYAS),Q2,0.00011804314251735
Dracaena,REGION VIII (EASTERN VISAYAS),Q3,5.288168124199167e-05
Dracaena,REGION VIII (EASTERN VISAYAS),Q4,0.0001712307903617333
Dracaena,REGION X (NORTHERN MINDANAO),Q1,0.050843964035698706
Dracaena,REGION X (NORTHERN MINDANAO),Q2,0.15521548703141766
Dracaena,REGION X (NORTHERN MINDANAO),Q3,0.06143293587997708
Dracaena,REGION X (NORTHERN MINDANAO),Q4,0.07443017014063337
Dracaena,REGION XI (DAVAO REGION),Q1,0.0
Dracaena,REGION XI (DAVAO REGION),Q2,0.0
Dracaena,REGION XI (DAVAO REGION),Q3,0.0
Dracaena,REGION XI (DAVAO REGION),Q4,0.0
Dracaena,REGION XII (SOCCSKSARGEN),Q1,0.000132780964520925
Dracaena,REGION XII (SOCCSKSARGEN),Q2,7.966857871255e-05
Dracaena,REGION XII (SOCCSKSARGEN),Q3,0.0
Dracaena,REGION XII (SOCCSKSARGEN),Q4,0.0
Dracaena,REGION XIII (CARAGA),Q1,0.0
Dracaena,REGION XIII (CARAGA),Q2,0.0
Dracaena,REGION XIII (CARAGA),Q3,0.0
Dracaena,REGION XIII (CARAGA),Q4,0.0
Dragon fruit,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.0
Dragon fruit,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.0
Dragon fruit,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.0
Dragon fruit,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.0
Dragon fruit,CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.0
Dragon fruit,CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.0012430040304969416
Dragon fruit,CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.01995541175061963
Dragon fruit,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.0012728902918980728
Dragon fruit,MIMAROPA REGION,Q1,9.035561715196416e-06
Dragon fruit,MIMAROPA REGION,Q2,6.815383227235011e-05
Dragon fruit,MIMAROPA REGION,Q3,9.224576084299166e-05
Dragon fruit,MIMAROPA REGION,Q4,5.5767448090687103e-05
Dragon fruit,REGION I (ILOCOS REGION),Q1,0.0023599196979286665
Dragon fruit,REGION I (ILOCOS REGION),Q2,0.09162248305772498
Dragon fruit,REGION I (ILOCOS REGION),Q3,0.166087243449113
Dragon fruit,REGION I (ILOCOS REGION),Q4,0.07815843588986053
Dragon fruit,REGION II (CAGAYAN VALLEY),Q1,0.0
Dragon fruit,REGION II (CAGAYAN VALLEY),Q2,0.004184035918446208
Dragon fruit,REGION II (CAGAYAN VALLEY),Q3,0.12635862553384222
Dragon fruit,REGION II (CAGAYAN VALLEY),Q4,0.03858346426724139
Dragon fruit,REGION III (CENTRAL LUZON),Q1,0.00021094489241944167
Dragon fruit,REGION III (CENTRAL LUZON),Q2,0.05452030333810962
Dragon fruit,REGION III (CENTRAL LUZON),Q3,0.02938205828974166
Dragon fruit,REGION III (CENTRAL LUZON),Q4,0.007495111011536475
Dragon fruit,REGION IV-A (CALABARZON),Q1,0.0
Dragon fruit,REGION IV-A (CALABARZON),Q2,0.041184702522247756
Dragon fruit,REGION IV-A (CALABARZON),Q3,0.18502305242796627
Dragon fruit,REGION IV-A (CALABARZON),Q4,0.0036696085296749666
Dragon fruit,REGION IX (ZAMBOANGA PENINSULA),Q1,0.00023260666247852497
Dragon fruit,REGION IX (ZAMBOANGA PENINSULA),Q2,0.0010767701148426333
Dragon fruit,REGION IX (ZAMBOANGA PENINSULA),Q3,0.0021015387802923585
Dragon fruit,REGION IX (ZAMBOANGA PENINSULA),Q4,0.000412359147705725
Dragon fruit,REGION V (BICOL REGION),Q1,0.0
Dragon fruit,REGION V (BICOL REGION),Q2,0.0
Dragon fruit,REGION V (BICOL REGION),Q3,0.0
Dragon fruit,REGION V (BICOL REGION),Q4,0.0
Dragon fruit,REGION VI (WESTERN VISAYAS),Q1,0.000322469794425125
Dragon fruit,REGION VI (WESTERN VISAYAS),Q2,0.0014554332259222
Dragon fruit,REGION VI (WESTERN VISAYAS),Q3,0.0030324455511740503
Dragon fruit,REGION VI (WESTERN VISAYAS),Q4,0.0014177036773719972
Dragon fruit,REGION VII (CENTRAL VISAYAS),Q1,0.0013471040761805083
Dragon fruit,REGION VII (CENTRAL VISAYAS),Q2,0.002542965478952867
Dragon fruit,REGION VII (CENTRAL VISAYAS),Q3,0.03292342915329304
Dragon fruit,REGION VII (CENTRAL VISAYAS),Q4,0.013430533691876557
Dragon fruit,REGION VIII (EASTERN VISAYAS),Q1,0.002014717510478383
Dragon fruit,REGION VIII (EASTERN VISAYAS),Q2,0.0025230811019103334
Dragon fruit,REGION VIII (EASTERN VISAYAS),Q3,0.002200239310631775
Dragon fruit,REGION VIII (EASTERN VISAYAS),Q4,0.004211030419710008
Dragon fruit,REGION X (NORTHERN MINDANAO),Q1,0.0007943006887472419
Dragon fruit,REGION X (NORTHERN MINDANAO),Q2,0.026732811164084033
Dragon fruit,REGION X (NORTHERN MINDANAO),Q3,0.031029423897248193
Dragon fruit,REGION X (NORTHERN MINDANAO),Q4,0.012700835048209394
Dragon fruit,REGION XI (DAVAO REGION),Q1,0.0
Dragon fruit,REGION XI (DAVAO REGION),Q2,0.0
Dragon fruit,REGION XI (DAVAO REGION),Q3,3.586834881251667e-05
Dragon fruit,REGION XI (DAVAO REGION),Q4,0.000687140540628875
Dragon fruit,REGION XII (SOCCSKSARGEN),Q1,0.0003863911354822918
Dragon fruit,REGION XII (SOCCSKSARGEN),Q2,0.0004811747516844378
Dragon fruit,REGION XII (SOCCSKSARGEN),Q3,0.0005855044911414917
Dragon fruit,REGION XII (SOCCSKSARGEN),Q4,0.0008564304925312241
Dragon fruit,REGION XIII (CARAGA),Q1,0.0
Dragon fruit,REGION XIII (CARAGA),Q2,0.00045265224829955
Dragon fruit,REGION XIII (CARAGA),Q3,0.0020500746517185084
Dragon fruit,REGION XIII (CARAGA),Q4,0.00043176891571278437
Duhat,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.0
Duhat,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.0
Duhat,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.0
Duhat,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.0
Duhat,CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.0
Duhat,CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.005354958156707317
Duhat,CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.0
Duhat,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.0
Duhat,MIMAROPA REGION,Q1,0.00017495737427683264
Duhat,MIMAROPA REGION,Q2,0.031171198540273674
Duhat,MIMAROPA REGION,Q3,0.0002667790209265248
Duhat,MIMAROPA REGION,Q4,0.0007169712396912501
Duhat,REGION I (ILOCOS REGION),Q1,0.02834820160251218
Duhat,REGION I (ILOCOS REGION),Q2,0.13419885109484755
Duhat,REGION I (ILOCOS REGION),Q3,0.0
Duhat,REGION I (ILOCOS REGION),Q4,0.0
Duhat,REGION II (CAGAYAN VALLEY),Q1,0.0
Duhat,REGION II (CAGAYAN VALLEY),Q2,0.04463747681262
Duhat,REGION II (CAGAYAN VALLEY),Q3,0.0
Duhat,REGION II (CAGAYAN VALLEY),Q4,0.0
Duhat,REGION III (CENTRAL LUZON),Q1,0.02159657884095936
Duhat,REGION III (CENTRAL LUZON),Q2,0.10781147692315513
Duhat,REGION III (CENTRAL LUZON),Q3,0.0
Duhat,REGION III (CENTRAL LUZON),Q4,0.0
Duhat,REGION IV-A (CALABARZON),Q1,0.00012397196250095834
Duhat,REGION IV-A (CALABARZON),Q2,0.06332576344703099
Duhat,REGION IV-A (CALABARZON),Q3,0.0003784362330757048
Duhat,REGION IV-A (CALABARZON),Q4,0.0010880223665753334
Duhat,REGION IX (ZAMBOANGA PENINSULA),Q1,0.0052617074831468255
Duhat,REGION IX (ZAMBOANGA PENINSULA),Q2,0.0072638898804089
Duhat,REGION IX (ZAMBOANGA PENINSULA),Q3,0.004021612505722783
Duhat,REGION IX (ZAMBOANGA PENINSULA),Q4,0.0010601007417855083
Duhat,REGION V (BICOL REGION),Q1,0.0
Duhat,REGION V (BICOL REGION),Q2,0.0
Duhat,REGION V (BICOL REGION),Q3,0.0
Duhat,REGION V (BICOL REGION),Q4,0.0
Duhat,REGION VI (WESTERN VISAYAS),Q1,0.00012696857020277885
Duhat,REGION VI (WESTERN VISAYAS),Q2,0.02081272898337218
Duhat,REGION VI (WESTERN VISAYAS),Q3,0.003965406422525833
Duhat,REGION VI (WESTERN VISAYAS),Q4,0.0
Duhat,REGION VII (CENTRAL VISAYAS),Q1,0.0
Duhat,REGION VII (CENTRAL VISAYAS),Q2,0.3843027472021072
Duhat,REGION VII (CENTRAL VISAYAS),Q3,0.006870487525703108
Duhat,REGION VII (CENTRAL VISAYAS),Q4,0.038551345251399124
Duhat,REGION VIII (EASTERN VISAYAS),Q1,0.0017811013819956
Duhat,REGION VIII (EASTERN VISAYAS),Q2,0.0012138105120140833
Duhat,REGION VIII (EASTERN VISAYAS),Q3,0.0007016182575179416
Duhat,REGION VIII (EASTERN VISAYAS),Q4,0.000248152076227475
Duhat,REGION X (NORTHERN MINDANAO),Q1,0.0010300618488692165
Duhat,REGION X (NORTHERN MINDANAO),Q2,0.020998942203436594
Duhat,REGION X (NORTHERN MINDANAO),Q3,0.012606405224640202
Duhat,REGION X (NORTHERN MINDANAO),Q4,0.0015810077097692917
Duhat,REGION XI (DAVAO REGION),Q1,0.0033011593609003583
Duhat,REGION XI (DAVAO REGION),Q2,0.01844900836995529
Duhat,REGION XI (DAVAO REGION),Q3,0.0059177856074859
Duhat,REGION XI (DAVAO REGION),Q4,0.0040370108308756415
Duhat,REGION XII (SOCCSKSARGEN),Q1,0.0017202975855085919
Duhat,REGION XII (SOCCSKSARGEN),Q2,0.004164504806281792
Duhat,REGION XII (SOCCSKSARGEN),Q3,0.005731822623631366
Duhat,REGION XII (SOCCSKSARGEN),Q4,0.004240725460991708
Duhat,REGION XIII (CARAGA),Q1,0.0
Duhat,REGION XIII (CARAGA),Q2,6.198598125047501e-05
Duhat,REGION XIII (CARAGA),Q3,0.0007515391517179124
Duhat,REGION XIII (CARAGA),Q4,3.3097317807545835e-05
Durian,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.0061852228259621994
Durian,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.0022228879471811935
Durian,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.08152245292319675
Durian,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.003134732082360358
Durian,CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.0
Durian,CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.0
Durian,CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.0
Durian,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.0
Durian,MIMAROPA REGION,Q1,2.0760990464933324e-06
Durian,MIMAROPA REGION,Q2,9.979106124242315e-05
Durian,MIMAROPA REGION,Q3,4.989735135539408e-05
Durian,MIMAROPA REGION,Q4,4.491403547823414e-05
Durian,REGION I (ILOCOS REGION),Q1,0.0
Durian,REGION I (ILOCOS REGION),Q2,0.0
Durian,REGION I (ILOCOS REGION),Q3,1.1553297007809627e-05
Durian,REGION I (ILOCOS REGION),Q4,0.0
Durian,REGION II (CAGAYAN VALLEY),Q1,1.2865600596591542e-05
Durian,REGION II (CAGAYAN VALLEY),Q2,0.0
Durian,REGION II (CAGAYAN VALLEY),Q3,0.00039764148735815
Durian,REGION II (CAGAYAN VALLEY),Q4,8.71536173572636e-05
Durian,REGION III (CENTRAL LUZON),Q1,0.0
Durian,REGION III (CENTRAL LUZON),Q2,0.0
Durian,REGION III (CENTRAL LUZON),Q3,2.0390597719863794e-05
Durian,REGION III (CENTRAL LUZON),Q4,4.195639488769222e-06
Durian,REGION IV-A (CALABARZON),Q1,5.1866724923372104e-08
Durian,REGION IV-A (CALABARZON),Q2,5.512704206268227e-07
Durian,REGION IV-A (CALABARZON),Q3,0.0006977499357020167
Durian,REGION IV-A (CALABARZON),Q4,1.00299667364558e-05
Durian,REGION IX (ZAMBOANGA PENINSULA),Q1,0.0003206903146540582
Durian,REGION IX (ZAMBOANGA PENINSULA),Q2,0.0006270035535421417
Durian,REGION IX (ZAMBOANGA PENINSULA),Q3,0.013273998188146606
Durian,REGION IX (ZAMBOANGA PENINSULA),Q4,0.003057532230428367
Durian,REGION V (BICOL REGION),Q1,0.0
Durian,REGION V (BICOL REGION),Q2,0.0
Durian,REGION V (BICOL REGION),Q3,0.0
Durian,REGION V (BICOL REGION),Q4,0.0
Durian,REGION VI (WESTERN VISAYAS),Q1,0.0
Durian,REGION VI (WESTERN VISAYAS),Q2,1.8268139929825e-05
Durian,REGION VI (WESTERN VISAYAS),Q3,0.0017148266080847822
Durian,REGION VI (WESTERN VISAYAS),Q4,0.00047185686737924996
Durian,REGION VII (CENTRAL VISAYAS),Q1,8.64556076736895e-07
Durian,REGION VII (CENTRAL VISAYAS),Q2,1.0745964664603184e-08
Durian,REGION VII (CENTRAL VISAYAS),Q3,8.793228853760592e-05
Durian,REGION VII (CENTRAL VISAYAS),Q4,4.161131557048648e-05
Durian,REGION VIII (EASTERN VISAYAS),Q1,9.897649529736196e-06
Durian,REGION VIII (EASTERN VISAYAS),Q2,1.1729331042977787e-06
Durian,REGION VIII (EASTERN VISAYAS),Q3,6.0076622952503376e-05
Durian,REGION VIII (EASTERN VISAYAS),Q4,4.5074379925147667e-05
Durian,REGION X (NORTHERN MINDANAO),Q1,0.00285760839104395
Durian,REGION X (NORTHERN MINDANAO),Q2,0.0011264981922174666
Durian,REGION X (NORTHERN MINDANAO),Q3,0.018987259220476525
Durian,REGION X (NORTHERN MINDANAO),Q4,0.0050346344392759
Durian,REGION XI (DAVAO REGION),Q1,0.09596402594359894
Durian,REGION XI (DAVAO REGION),Q2,0.050808292235423935
Durian,REGION XI (DAVAO REGION),Q3,0.3662522048969512
Durian,REGION XI (DAVAO REGION),Q4,0.2629760841435524
Durian,REGION XII (SOCCSKSARGEN),Q1,0.0022479573306115833
Durian,REGION XII (SOCCSKSARGEN),Q2,0.0013799288048924833
Durian,REGION XII (SOCCSKSARGEN),Q3,0.028589756415845782
Durian,REGION XII (SOCCSKSARGEN),Q4,0.02022230358855551
Durian,REGION XIII (CARAGA),Q1,0.0014010913528452417
Durian,REGION XIII (CARAGA),Q2,8.564000902388254e-05
Durian,REGION XIII (CARAGA),Q3,0.009356164911404575
Durian,REGION XIII (CARAGA),Q4,0.018475599796438466
Edible fern/Paco,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.020703550361681842
Edible fern/Paco,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.004545875884213192
Edible fern/Paco,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.010283086959424934
Edible fern/Paco,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.015274785123517898
Edible fern/Paco,CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.0027826487658403915
Edible fern/Paco,CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.0031658880576773915
Edible fern/Paco,CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.004219374789391724
Edible fern/Paco,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.002561844770012125
Edible fern/Paco,MIMAROPA REGION,Q1,0.0007760543005430999
Edible fern/Paco,MIMAROPA REGION,Q2,0.0010283938707871167
Edible fern/Paco,MIMAROPA REGION,Q3,0.003576312320103775
Edible fern/Paco,MIMAROPA REGION,Q4,0.004251449974696458
Edible fern/Paco,REGION I (ILOCOS REGION),Q1,6.709133738829662e-05
Edible fern/Paco,REGION I (ILOCOS REGION),Q2,3.664664058202008e-05
Edible fern/Paco,REGION I (ILOCOS REGION),Q3,0.0002893593275041417
Edible fern/Paco,REGION I (ILOCOS REGION),Q4,0.00010676454024902983
Edible fern/Paco,REGION II (CAGAYAN VALLEY),Q1,0.006223158730959616
Edible fern/Paco,REGION II (CAGAYAN VALLEY),Q2,0.006628662206964523
Edible fern/Paco,REGION II (CAGAYAN VALLEY),Q3,0.005536226865389675
Edible fern/Paco,REGION II (CAGAYAN VALLEY),Q4,0.006222818743988016
Edible fern/Paco,REGION III (CENTRAL LUZON),Q1,0.0300557093656092
Edible fern/Paco,REGION III (CENTRAL LUZON),Q2,0.0280958778235493
Edible fern/Paco,REGION III (CENTRAL LUZON),Q3,0.02206048202309713
Edible fern/Paco,REGION III (CENTRAL LUZON),Q4,0.032620247130147016
Edible fern/Paco,REGION IV-A (CALABARZON),Q1,0.02333599305208854
Edible fern/Paco,REGION IV-A (CALABARZON),Q2,0.008320241497706724
Edible fern/Paco,REGION IV-A (CALABARZON),Q3,0.007841577088313983
Edible fern/Paco,REGION IV-A (CALABARZON),Q4,0.024678478842370868
Edible fern/Paco,REGION IX (ZAMBOANGA PENINSULA),Q1,0.003710009154256
Edible fern/Paco,REGION IX (ZAMBOANGA PENINSULA),Q2,0.006316354617642933
Edible fern/Paco,REGION IX (ZAMBOANGA PENINSULA),Q3,0.0076351557726565085
Edible fern/Paco,REGION IX (ZAMBOANGA PENINSULA),Q4,0.0070472219609755415
Edible fern/Paco,REGION V (BICOL REGION),Q1,0.10911875149854017
Edible fern/Paco,REGION V (BICOL REGION),Q2,0.07720836637836832
Edible fern/Paco,REGION V (BICOL REGION),Q3,0.0659581639750322
Edible fern/Paco,REGION V (BICOL REGION),Q4,0.1187672025366001
Edible fern/Paco,REGION VI (WESTERN VISAYAS),Q1,0.0030814207437181913
Edible fern/Paco,REGION VI (WESTERN VISAYAS),Q2,0.002437918587306967
Edible fern/Paco,REGION VI (WESTERN VISAYAS),Q3,0.003836164220737625
Edible fern/Paco,REGION VI (WESTERN VISAYAS),Q4,0.0014413254349389167
Edible fern/Paco,REGION VII (CENTRAL VISAYAS),Q1,0.00021503179766863085
Edible fern/Paco,REGION VII (CENTRAL VISAYAS),Q2,9.63117869353505e-05
Edible fern/Paco,REGION VII (CENTRAL VISAYAS),Q3,0.00017669390768618336
Edible fern/Paco,REGION VII (CENTRAL VISAYAS),Q4,0.00012820297549337364
Edible fern/Paco,REGION VIII (EASTERN VISAYAS),Q1,0.006623906200134574
Edible fern/Paco,REGION VIII (EASTERN VISAYAS),Q2,0.006736853718028425
Edible fern/Paco,REGION VIII (EASTERN VISAYAS),Q3,0.007539553769129684
Edible fern/Paco,REGION VIII (EASTERN VISAYAS),Q4,0.007611119168148483
Edible fern/Paco,REGION X (NORTHERN MINDANAO),Q1,0.012865883887380141
Edible fern/Paco,REGION X (NORTHERN MINDANAO),Q2,0.023772697235983214
Edible fern/Paco,REGION X (NORTHERN MINDANAO),Q3,0.010583363724492992
Edible fern/Paco,REGION X (NORTHERN MINDANAO),Q4,0.02108960920042471
Edible fern/Paco,REGION XI (DAVAO REGION),Q1,0.009228809760608659
Edible fern/Paco,REGION XI (DAVAO REGION),Q2,0.01336109280945244
Edible fern/Paco,REGION XI (DAVAO REGION),Q3,0.01722579962858589
Edible fern/Paco,REGION XI (DAVAO REGION),Q4,0.008358659181333992
Edible fern/Paco,REGION XII (SOCCSKSARGEN),Q1,0.003217644609528067
Edible fern/Paco,REGION XII (SOCCSKSARGEN),Q2,0.005116748279607175
Edible fern/Paco,REGION XII (SOCCSKSARGEN),Q3,0.005272583554711492
Edible fern/Paco,REGION XII (SOCCSKSARGEN),Q4,0.0062252261790005
Edible fern/Paco,REGION XIII (CARAGA),Q1,0.0363931681022967
Edible fern/Paco,REGION XIII (CARAGA),Q2,0.04529258648247688
Edible fern/Paco,REGION XIII (CARAGA),Q3,0.02177175424666715
Edible fern/Paco,REGION XIII (CARAGA),Q4,0.04925250036082627
Eggplant,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.0005526053515549166
Eggplant,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.00029121495925666665
Eggplant,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.0008654310616152333
Eggplant,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.001342810802249
Eggplant,CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.0020701352543577582
Eggplant,CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.0012393537897680501
Eggplant,CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.0003573295563967917
Eggplant,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.00040852175669695836
Eggplant,MIMAROPA REGION,Q1,0.004755673879420817
Eggplant,MIMAROPA REGION,Q2,0.007191523071757692
Eggplant,MIMAROPA REGION,Q3,0.00340182953485675
Eggplant,MIMAROPA REGION,Q4,0.002669531425757225
Eggplant,REGION I (ILOCOS REGION),Q1,0.11774643886392884
Eggplant,REGION I (ILOCOS REGION),Q2,0.24354723461637537
Eggplant,REGION I (ILOCOS REGION),Q3,0.002378638873603025
Eggplant,REGION I (ILOCOS REGION),Q4,0.007061304863263284
Eggplant,REGION II (CAGAYAN VALLEY),Q1,0.0236127011597009
Eggplant,REGION II (CAGAYAN VALLEY),Q2,0.03689631281413983
Eggplant,REGION II (CAGAYAN VALLEY),Q3,0.019481799158911708
Eggplant,REGION II (CAGAYAN VALLEY),Q4,0.0037918998958664
Eggplant,REGION III (CENTRAL LUZON),Q1,0.05411230843947836
Eggplant,REGION III (CENTRAL LUZON),Q2,0.025515524187274485
Eggplant,REGION III (CENTRAL LUZON),Q3,0.010006442563294958
Eggplant,REGION III (CENTRAL LUZON),Q4,0.012874097733517158
Eggplant,REGION IV-A (CALABARZON),Q1,0.0554734393526125
Eggplant,REGION IV-A (CALABARZON),Q2,0.009106237992578143
Eggplant,REGION IV-A (CALABARZON),Q3,0.06548894252974347
Eggplant,REGION IV-A (CALABARZON),Q4,0.018271615119871642
Eggplant,REGION IX (ZAMBOANGA PENINSULA),Q1,0.002279725657469
Eggplant,REGION IX (ZAMBOANGA PENINSULA),Q2,0.0052611717214078495
Eggplant,REGION IX (ZAMBOANGA PENINSULA),Q3,0.0036365254472706336
Eggplant,REGION IX (ZAMBOANGA PENINSULA),Q4,0.005110485221557725
Eggplant,REGION V (BICOL REGION),Q1,0.007863285178211424
Eggplant,REGION V (BICOL REGION),Q2,0.015347182623686909
Eggplant,REGION V (BICOL REGION),Q3,0.006135739559242283
Eggplant,REGION V (BICOL REGION),Q4,0.001470397764383025
Eggplant,REGION VI (WESTERN VISAYAS),Q1,0.024668756787788557
Eggplant,REGION VI (WESTERN VISAYAS),Q2,0.026579383435038403
Eggplant,REGION VI (WESTERN VISAYAS),Q3,0.013426505272425176
Eggplant,REGION VI (WESTERN VISAYAS),Q4,0.0074919492132768835
Eggplant,REGION VII (CENTRAL VISAYAS),Q1,0.00757195231645775
Eggplant,REGION VII (CENTRAL VISAYAS),Q2,0.010621812934289558
Eggplant,REGION VII (CENTRAL VISAYAS),Q3,0.010121784108838933
Eggplant,REGION VII (CENTRAL VISAYAS),Q4,0.009363895103581482
Eggplant,REGION VIII (EASTERN VISAYAS),Q1,0.0018037391595121502
Eggplant,REGION VIII (EASTERN VISAYAS),Q2,0.0033338815840681414
Eggplant,REGION VIII (EASTERN VISAYAS),Q3,0.0035152941675184834
Eggplant,REGION VIII (EASTERN VISAYAS),Q4,0.000623293200171175
Eggplant,REGION X (NORTHERN MINDANAO),Q1,0.004522723216050325
Eggplant,REGION X (NORTHERN MINDANAO),Q2,0.004349911715030975
Eggplant,REGION X (NORTHERN MINDANAO),Q3,0.0047745743104789995
Eggplant,REGION X (NORTHERN MINDANAO),Q4,0.0072020599427093076
Eggplant,REGION XI (DAVAO REGION),Q1,0.00384891102570265
Eggplant,REGION XI (DAVAO REGION),Q2,0.006309296428291416
Eggplant,REGION XI (DAVAO REGION),Q3,0.011122101777320058
Eggplant,REGION XI (DAVAO REGION),Q4,0.008149211125380034
Eggplant,REGION XII (SOCCSKSARGEN),Q1,0.006799080413890608
Eggplant,REGION XII (SOCCSKSARGEN),Q2,0.004970925598001475
Eggplant,REGION XII (SOCCSKSARGEN),Q3,0.010392488830623667
Eggplant,REGION XII (SOCCSKSARGEN),Q4,0.008195121102498882
Eggplant,REGION XIII (CARAGA),Q1,0.0014850882682211084
Eggplant,REGION XIII (CARAGA),Q2,0.008150633351187033
Eggplant,REGION XIII (CARAGA),Q3,0.007178155411635392
Eggplant,REGION XIII (CARAGA),Q4,0.005812096377917159
Euphorbia (live plant w/ pot),AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.0003260352967352583
Euphorbia (live plant w/ pot),AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.0005036704931088667
Euphorbia (live plant w/ pot),AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.0005822466160062833
Euphorbia (live plant w/ pot),AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.000395254885391575
Euphorbia (live plant w/ pot),CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.0003550795509913917
